"string_rna_class","centroid_x","centroid_y"
"+NM",2,2
"+NM","3089,3004
"+RIBO28S",1773.5,1413.1875
"-NM","549,549
"+RIBO18S",1115.14285714,2658.85714286
"+NM",1564,1849.5
"+NM",3182,3169.5
"-NM",1605,2793.5
"+NM",2429.6,1532.1
"+NM",1716,945.5
"+RIBO18S",1348.71428571,1833.42857143
"+RIBO18S",2388,2342.66666667
"+RIBO18S",NR_003286.2,NR_046235.1"
"+RIBO18S",2550.28571429,1328
"+RIBO18S",NR_003286.2,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"+NM",1845,1439.5
"-NM",2,2
"-NM",2217,2436
"-RIBO5S",2394.76666667,1099.13333333
"-NM",2,3
"+NM",1670.5,724
"-NM",1649.66666667,1920.66666667
"+NM",2,1
"-NM",1060.5,2019
"-NR,-","NM_138970.4
"+NM",807.5,1091.5
"+NM",3004,1252.5
"-NM",4,0
"+NM",929.5,561.5
"-NM",2,0
"+RIBO28S",3197.6,18.2
"+NM",1812.5,1229.5
"+NM",1766,3189.5
"-NM","932,932
"+NM",41,3
"-NM",2027,2547.5
"-NR",4,1
"+NM,+,+
"+RIBO18S",1290.18181818,795.5
"+NM",1352,1087.5
"+NM",2403.5,1694
"+NM",1545.66666667,576.666666667
"-NM",858.166666667,2767.33333333
"-NM",1413.5,1047
"-NR,-","NR_046332.1
"+NM",2,4
"-NM",2340.33333333,1438.66666667
"+NM",2913,497.5
"-NM",2,3
"-NM",3129.5,2792
"+NR",979,2352
"-NM",948.5,462
"+RIBO28S",1434,2447.18181818
"+NM",694,575.5
"+RIBO18S",846.428571429,1222.28571429
"+RIBO18S",1354.89473684,472.578947368
"+NR",3084,2991.25
"+RIBO28S",NR_046235.1,NR_003287.2"
"+NM",1431.5,1444
"+NM",1707.5,1179
"+NM",3026.5,2746.5
"-NM",1556,1051.5
"-NM",1836.5,192
"-NM",623.5,368.5
"+NM",+,+"
"-NM",878.5,980
"-NM",722.2,2013.4
"+NM",1663.375,1256
"+NM",3172.2,360
"+NM",1832.88888889,2291.11111111
"-NM",1693.71428571,684.142857143
"-NM",-,-
"+NR",1572.45,3123.85
"+NM",872.5,2666.5
"-RIBO28S",1686,2883.25
"-NM",1512,3088.5
"-RIBO28S",NR_003287.2,28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589)"
"-RIBO28S",1214,2194.33333333
"+RIBO18S",1374,630.846153846
"-NR",1438.5,1157
"+NM",2,4
"+RIBO28S",961.409090909,770.590909091
"+RIBO28S",1111.16666667,2031.33333333
"+RIBO28S",1579.55555556,1873.33333333
"+RIBO28S",28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589),NR_003287.2"
"+RIBO28S",28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589),NR_003287.2"
"+RIBO28S",646.090909091,1791.81818182
"+RIBO28S",755.666666667,1207.66666667
"+RIBO28S",28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589),NR_003287.2"
"+RIBO28S",1107.40909091,3039.95454545
"+RIBO28S",28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589),NR_003287.2"
"+RIBO28S",1247,2968.66666667
"+RIBO28S",1326.26315789,2665.10526316
"+RIBO28S",NR_046235.1,NR_003287.2"
"+RIBO28S",2667.16666667,1121.66666667
"+RIBO28S",762.333333333,2804.33333333
"+RIBO28S",NR_046235.1,NR_003287.2"
"+RIBO28S",2889.52830189,3074.77358491
"+RIBO28S",947.727272727,2317.27272727
"+RIBO28S",1355.18181818,174.181818182
"+RIBO28S",1413.85714286,935.714285714
"+RIBO28S",1508.05882353,1535.38235294
"+RIBO28S",28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589),NR_046235.1"
"+RIBO28S",2105,1961.36363636
"+RIBO28S",1184.58333333,661.541666667
"+RIBO28S",28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589),NR_046235.1"
"+RIBO28S",1640.81578947,671.052631579
"+RIBO28S",1722.925,2016.525
"+RIBO28S",2166.83783784,2783.94594595
"+RIBO28S",3077.96969697,1236.48484848
"+RIBO28S",28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589),NR_046235.1"
"+RIBO28S",1400.88888889,2780.55555556
"+RIBO28S",3137.80952381,1328.66666667
"-NM",1196,1285.5
"+RIBO28S",28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589),NR_003287.2"
"+RIBO28S",28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589),NR_003287.2"
"+RIBO28S",28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589),NR_003287.2"
"+NM","3780,3689
"-NM",2361.5,1981
"-NM",2366.66666667,1982
"+RIBO18S",3090.125,67.4166666667
"+NM",3,1
"+RIBO12S",1.9766,2102.74285714
"+NM",1688.84337349,1539.53012048
"+RIBO18S",1313,1013
"+RIBO18S",1427.55555556,1369.11111111
"-NM",764.5,2350
"-NM",2,1
"-NM",1153.5,200.5
"-NM","507,436
"+NM",+","NM_006434.2
"+NM",2507.5,485
"+NM",2319.5,1788.5
"+NM",2101.33333333,304.666666667
"-NM",1520,325.818181818
"-NM",1523.5,321.5
"+NM",3257,278.5
"+NR",1805,124.833333333
"+NM",3,2
"+NM",3,2
"+RIBO28S",2087.83333333,3181.58333333
"+RIBO28S",28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589),NR_046235.1"
"+RIBO28S",NR_046235.1,28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589)"
"+RIBO28S",1059.9047619,1034.0952381
"+RIBO28S",NR_046235.1,28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589)"
"+RIBO28S",1737,2643.5
"+RIBO28S",2922.44444444,1186.66666667
"+NM","2176,2110
"-NM",2,0
"-NM",NM_001134759.1,NM_001130042.1"
"+RIBO18S",1341,355.5
"+RIBO18S",2371.41860465,869.069767442
"+RIBO18S",2539.72727273,1398.77272727
"+RIBO28S",2701,3212.61538462
"+RIBO28S",28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589),NR_003287.2"
"-NM",1592,2460
"-NM",2049,345.5
"-NM",2,3
"-NM","NM_001190850.1,NM_001008225.2
"+RIBO28S",791.272727273,1964.63636364
"+RIBO28S",1039.71428571,1396.57142857
"+RIBO28S",1354,1026.5
"+RIBO28S",1532.63636364,2431.09090909
"+RIBO28S",1815.41666667,1796.58333333
"+RIBO28S",2067.70967742,2678.77419355
"+RIBO28S",2205.5,407
"+RIBO28S",NR_003287.2,28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589)"
"+RIBO28S",NR_046235.1,NR_003287.2"
"+RIBO28S",3068,2164.33333333
"+RIBO28S",1413.08333333,212.083333333
"+RIBO28S",1467.25,3025.75
"+RIBO28S",1808.66666667,1348.33333333
"+RIBO28S",2141,2981.5
"+RIBO28S",2764.8,2134.2
"+RIBO28S",NR_046235.1,28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589)"
"-RIBO28S",1465.125,2911.125
"+NM",1654.5,2809
"+NM",927.5,2102
"+NM",1404.5,2571
"+NM","3658,3655
"+NM",1314.5,919.5
"+NM",39,0
"+NM,1293",2
"+RIBO18S",780.428571429,2126.28571429
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",1447.83333333,2956.16666667
"+RIBO18S",1568.75,548
"+RIBO18S",2037.76666667,2308.36666667
"+RIBO18S",2814.36363636,1810.54545455
"+RIBO18S",2945.66666667,2469.33333333
"+NM",2483.42857143,607.142857143
"+RIBO18S",3208.2,523.1
"+NM",10,0
"+NM",1402,1289.5
"+NM",1959,1793.5
"-NM",1420.5,2888.5
"-NM",1499.33333333,2336.66666667
"-NM",2892.6,1607.8
"+NM",1415.5,1050.5
"+RIBO18S",972.777777778,2272.51851852
"+RIBO18S",3063.69230769,1253.84615385
"+NM",2523.5,538.5
"+NM",750.5,2277.75
"+NM",1331.5,1903.25
"+NM",1370.5,3221
"+NM",2491,136.5
"-NM",3118.6,112.4
"-NM",1865.5,475
"-NM",2795.2,1746.2
"+NM,NM_024110.4,NM_052819.2
"-NM",3151.1875,2557.109375
"-NM",1778,1365.25
"-NM",1236.5,551.5
"-NM",3188,2091
"+RIBO18S",2877.88235294,2714.17647059
"+NM",1898.66666667,1795.66666667
"+RIBO18S",2875,2066.57142857
"+RIBO18S",NR_003286.2,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"+RIBO18S",2015.5,1325.5
"+NM",NM_004087.2,NM_001204386.1
"+RIBO28S",2144.18181818,2474.54545455
"+RIBO28S",2773,419.5
"-NM",1251.5,1255
"+NM,NM_152395.2","4284
"+NM",7,2
"-NM","2055,2033
"+NM",2986.5,70.5
"+NM",2022.5,1424.375
"+NM",613.666666667,602.333333333
"+NM,"NM_183237.2,NR_037703.1
"+NM",1653,1406.5
"-NM",3199.5,907
"-NM",485.8,696
"+NM",1424.33333333,1502.66666667
"+NM",2567.5,2716.5
"+NM",36,0
"+NM","1338,1338
"+NM",1553.5,1926.5
"-NM",1801,1098.5
"-NM",2,3
"+NM",2701.5,3064
"+RIBO18S",2387.83333333,1937.66666667
"+NM",1324,2128.5
"+NM",NM_001135936.1,NM_001135934.1"
"+NM",2,1
"-NM",1218.5,389.5
"+NM",1655.5,1430.5
"+NM",1623.33333333,1483.66666667
"+NM",3,4
"+RIBO28S",2118.80952381,936.333333333
"+RIBO28S",2310.5,2945
"+NM,+","NM_001271014.1
"-RIBO28S",1455.6,2522.8
"+RIBO18S",1395,875.285714286
"-NM",2747.5,3041
"+NM",NM_001135936.1,NM_001135934.1"
"+NM",1392.5,2219.5
"+RIBO18S",NR_046235.1,NR_003286.2"
"+RIBO18S",982.875,1058.25
"+RIBO18S",NR_046235.1,NR_003286.2"
"+RIBO18S",1804,501.25
"+RIBO18S",2621.4375,3127.625
"+RIBO18S",177.5,690.125
"+RIBO18S",NR_046235.1,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"+RIBO18S",1040.5,1439
"+RIBO18S",NR_046235.1,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"+RIBO18S",1722.5,1531
"+RIBO18S",NR_046235.1,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"+RIBO18S",NR_046235.1,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"+RIBO18S",2582.83333333,21.8333333333
"+RIBO18S",NR_046235.1,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"-NM","961,961
"+NM",2,6
"+RIBO28S",2019.5,2017.5
"+RIBO18S",NR_046235.1,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"+RIBO18S",977.333333333,1100.66666667
"+NR",1046.68085106,1691.72340426
"+RIBO18S",NR_046235.1,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"+RIBO18S",NR_046235.1,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"+RIBO18S",NR_046235.1,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"+NR",1632.6,431.4
"+RIBO18S",NR_046235.1,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"+RIBO18S",NR_046235.1,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"+RIBO18S",NR_046235.1,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"+RIBO18S",2301.33333333,1844
"+RIBO18S",2814.33333333,3181
"+RIBO18S",NR_046235.1,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"+NM",2,1
"+RIBO18S",481.4,397.6
"+NM",1293.5,2297
"+NM",2041,341
"-NR",NR_024052.2,NR_102326.1"
"+NM",541,389.5
"+NM",2,2
"-NM",1680,3088.5
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",1980.66666667,303.333333333
"+RIBO18S",2172.28571429,294.714285714
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",1263",4
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",NR_003286.2,NR_046235.1"
"+RIBO18S",1329.71428571,800.571428571
"+RIBO18S",1357.25,1449.625
"+RIBO18S",1510.64,2298.68
"+RIBO18S",1586.2,609
"+NR","1265,4919"
"+RIBO18S",1778.25,2277.25
"+RIBO18S",2239.625,1594.125
"+RIBO18S",NR_003286.2,NR_046235.1"
"+RIBO18S",2299.31428571,1131.12857143
"+RIBO18S",NR_003286.2,NR_046235.1"
"+RIBO18S",NR_003286.2,NR_046235.1"
"+RIBO18S",NR_003286.2,NR_046235.1"
"+RIBO18S",NR_003286.2,NR_046235.1"
"+RIBO18S",NR_003286.2,NR_046235.1"
"+RIBO18S",NR_003286.2,NR_046235.1"
"+NM",NM_021180.3,NM_198174.2"
"-NR",3215,2479.66666667
"-NM",2,2
"+RIBO28S",1702.5,1858
"+NM",3089.5,575
"+NM",3192,1384.5
"-NM",NM_001199514.1,NM_001199513.1"
"+NM",1586.5,1920
"-NM",1461.25,1698
"-NM",1485.71428571,2221.14285714
"+NM,NR_024170.1","1062
"-NM",1441,1338.5
"+NM",2,1
"+NM",2110,3078.5
"+NM",710,415.5
"-NM",1481.5,2126
"-NM",2375,758.333333333
"+NM",2149.5,144
"+RIBO28S",1056.11111111,1268.94444444
"+NM",488.5,2976
"+RIBO18S",1605,2167.5
"+NM,"NR_046361.1,NM_001256763.1
"-NM",1457,3002
"+RIBO28S",28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589),NR_003287.2"
"+RIBO28S",1375,1263.33333333
"+NM",4,2
"-NM",2594.42857143,2894.42857143
"+NM",3104.77777778,2264.66666667
"-NM","6034,5859
"-NR",631.333333333,2450.33333333
"+RIBO28S",1247.93939394,2316.09090909
"-NM",2520.5,2384
"-NM",2022,312.5
"+RIBO28S",2735.66666667,1793.33333333
"+NM",2053.5,2215
"+RIBO18S",1256,1061.5
"-NM",2511.2,2539
"-NM","803,631
"-NM",1347,643
"+NM",1678.36842105,2028.44736842
"+NM",2809.33333333,2232
"+RIBO5.8S",0,1.892153
"+RIBO5.8S",0,1.824587
"+RIBO5.8S",1,1.93156
"+RIBO5.8S",1,1.892153
"+NM",3216,1722.5
"-NM",1375.5,2029
"+NM",2176,1902.5
"-NM",1640.28571429,2773
"-NM",2,3
"-NM",1859.5,172
"-NM",1848,3098.66666667
"-NM",1233.52631579,46.8421052632
"+NM",3053.6,497.4
"+NM",1009.5,2246
"-NM",1703,1093.5
"+NM","852,852
"-NM",2436.5,916
"-NM",297.333333333,1287.33333333
"+NM",3164.5,1234
"+NM",2,2
"-NM",582,1216.5
"+RIBO12S",1.818851,2801.25
"+RIBO28S",1529.4,3095.2
"-NM",NM_199188.2,NM_001170808.1"
"+NM",2348.5,1849.5
"+NM","1829,1839
"-NM",3068,2099
"-NM",6,3
"+NM",3043.5,1166
"+RIBO18S",1170.33333333,1687
"+RIBO18S",NR_046235.1,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"+RIBO18S",2178.66666667,2977.33333333
"+RIBO18S",2596.36363636,2870.90909091
"+RIBO18S",NR_046235.1,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"+NM",1537.5,671.5
"+NM",775.75,565
"-NM",909.5,2098
"+NR",2709,1333
"+NM",1800.5,641
"-NM",1360.33333333,2149.33333333
"-NR,-,-
"-NR,-,-
"-NM",2773.5,1723
"+NM",724,1674.5
"-NR,NM_001276352.1","1684
"-NR",1932,1171.5
"+NM",NM_021009.5,NM_021009.5"
"-NM",1753,580
"+RIBO28S",1887.66666667,501.111111111
"-NM","702,779
"-NM",3163.5,2830
"-NM",1881.5,518
"+NM",1516.5,2553.75
"+NM",1915.5,2428
"+RIBO28S",785.048951049,2883.71328671
"-NM","1441,1603
"+NM",1113,2304.5
"-NM",1516.66666667,3116.66666667
"+RIBO18S",119,1239.66666667
"+NM","246,246"
"+NM",2079,2543.5
"+NR",676.5,562.5
"+NR",1222,396.5
"+NR",1277,63.5
"+NR",1286.33333333,2347.66666667
"-NM",1700.5,3003.5
"+RIBO18S",1075.40540541,216.081081081
"-NM",782,2776.5
"+RIBO18S",1825.28571429,1666.0952381
"+RIBO28S",1824.41666667,3194.16666667
"+RIBO28S",1260.5,1747
"-NM",781,532
"-NM",1444.5,789.5
"+RIBO18S",1330.87096774,3141.12903226
"+RIBO18S",1898,1204.5
"+RIBO18S",2089.81818182,2488.36363636
"-NM",2327.5,2637.5
"+NM",1745,2908.5
"+NM",3051.81632653,2643.36734694
"+NM",1819,1945.28571429
"+NM",657.666666667,596.666666667
"+RIBO28S",2311.9047619,278.714285714
"+RIBO28S",2637.5,1178.5
"+RIBO18S",1724.5,2172.5
"+RIBO18S",1316.5,1600.5
"+RIBO18S",3206.81481481,2764.62962963
"+RIBO28S",419.202380952,645.845238095
"+RIBO28S",889.384615385,1980.34615385
"+RIBO28S",28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589),NR_046235.1"
"-NM",1527,3023.5
"-NM",2355,688.333333333
"-NM",3051.5,2016.5
"+NR",2,0
"+NM",1569.5,1846
"+RIBO16S",1.877387,2123.4
"+RIBO18S",2160.33333333,845.666666667
"-NM",4,3
"+NM",1220.5,392
"+NM",2,1
"+RIBO28S",1402.25,3070
"+NM",2,0
"-NM",4,3
"+NM",2753.5,2286
"+RIBO28S",1560.6,3147
"+NM",2084.25316456,466.202531646
"+RIBO28S",2089.22222222,1022.83333333
"+RIBO28S",2166.63157895,383.368421053
"+RIBO28S",2721.04545455,784.181818182
"+RIBO28S",1140,591.5
"+RIBO28S",819.588235294,2107.70588235
"+RIBO28S",979.333333333,1323.66666667
"+RIBO28S",1274,3143.25
"+RIBO28S",2095.48387097,1413.16129032
"+RIBO28S",2169.6,196.2
"+RIBO28S",3186.84210526,242.842105263
"+RIBO28S",697,2621
"+RIBO28S",1133.25,3170.41666667
"+RIBO28S",1244.33333333,1428.83333333
"+RIBO28S",1531.75,2769.5
"+RIBO28S",28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589),NR_046235.1"
"+RIBO28S",759.545454545,1206.36363636
"+RIBO28S",2234.81818182,9.27272727273
"+RIBO28S",2283.42857143,166.285714286
"+RIBO28S",2978.05882353,1191.76470588
"+RIBO28S",976.384615385,1579.38461538
"+RIBO28S",1161.30769231,1325.92307692
"+RIBO28S",2326,1811.5
"+NM",812.761904762,1191.28571429
"+RIBO16S",1.698117,1601.33333333
"+NM",NM_022079.2,NM_001278185.1"
"+RIBO28S",1120.5,2401.97368421
"+NM",1921.5,1153.5
"+NM",976,107
"-NM",1651,1535.5
"-NM",2009.5,1129.5
"-NM",3091,2952.5
"+NR",2792.5,3127
"+RIBO16S",1.835238,1635
"+RIBO16S",1.817882,3163.5
"+RIBO28S",1152.85714286,3058.14285714
"+RIBO28S",1279.875,2991.5
"+RIBO28S",1575.5,869.5
"+RIBO28S",NR_046235.1,NR_003287.2"
"+RIBO28S",2156.125,1744.125
"+RIBO28S",2386.0952381,2728.47619048
"+RIBO28S",2567.5,1364.5
"+RIBO28S",2975.5,1196
"+RIBO28S",1637,1031
"+NM",1659,943.5
"-NM",1585,3111.5
"+NM",2805.83333333,2618
"+RIBO18S",3072.47916667,642.041666667
"-NM",3,5
"-NM",3,1
"-NM",2,0
"-NM",2,0
"-NM",1171.5,1347
"+NM,534",2
"-NM",1800,2352.5
"+RIBO28S",1669.80952381,2795.47619048
"-NM",2615.66666667,834.333333333
"-NM",1620,2814.5
"-NM",464.333333333,3024.66666667
"+RIBO18S",1112,3202.5
"-NM",2133.66666667,2904.33333333
"+NM",1979,65.5
"-NM",2023.5,1217.5
"+RIBO18S",2689.625,1376.875
"+NR",2184.5,2982
"+NM",1998,989.5
"-NR",762.333333333,481
"+NM",1048,55.5
"+NM",1581.5,1041
"-NM",1289.5,1795.5
"-NM",1884,1122
"-NM",1620,916.333333333
"-NM",NM_194455.1,NM_001013406.1"
"+NM",1541.4,169.2
"+RIBO28S",1758.5,2388.5
"+NM","2363,3017
"+NM",2326,1479.5
"+NM",32,0
"-NM","2691,2506
"+NM",2765.5,3090
"+NM","3210,2868
"+NM",490,886.8
"+NM",816.535211268,1238.95774648
"+RIBO16S",1.692007,1156.16666667
"+RIBO16S",1.739663,2906.85714286
"+NM",1753.33333333,1196.33333333
"+NM","NM_001267550.1,NM_003319.4
"-NM",1437.625,2676.75
"-NM",3,2
"-NM",903.333333333,1571.66666667
"-NM",1431.5,2595.5
"-NM",1447,2908.5
"-NM",NM_001143915.1,NM_001143912.1
"+NM",3156.5,646
"+NM",776.111111111,1092.11111111
"+RIBO28S",NR_003287.2,28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589)"
"+RIBO28S",2911.5,1868.5
"+RIBO28S",2364.5,1983
"+NM",2835.5,2697.5
"+RIBO18S",1595.45945946,3129.72972973
"+NM",3,4
"+NM",NM_000793.5,NM_001242503.1
"+NM",1641,2302.5
"+NM",3111,2233.5
"+NM","+,+
"+NM",1738,3077.5
"+NM",2,0
"+NM","2221,2383
"+NR","727,723
"-NR",2950,2946
"+NM,NM_020466.4,NR_028494.1
"+NM",3,5
"-NM",1572,3164.5
"+RIBO28S",3164.16666667,2889
"+NM",1819.11538462,1779.30769231
"-NR",1610,2820.5
"+NM",2609.5,363.5
"-NM",1142.5,3227
"+RIBO18S",1789.5,2789.5
"-NM",2240.5,2042.5
"+RIBO18S",3120.36363636,1183.90909091
"-NR",3006.66666667,2499.33333333
"+NM",2477,2808.5
"-NM",1716.2,712.2
"+RIBO18S",1736.625,1003.75
"+NR",1595.5,533.5
"-NM",2135.5,760
"-NM",2,1
"+RIBO28S",2986,1567.66666667
"-NM","738,778
"-NM",2249,159.5
"+RIBO28S",1332.5,2041.54545455
"+RIBO28S",1430.125,3240.79166667
"+RIBO28S",1881.85714286,2001
"+RIBO28S",1818.06451613,802.709677419
"+RIBO28S",2138.625,1449.375
"+RIBO28S",2079.18181818,2392.54545455
"-NM",2715,2210.5
"-NR",664.5,2933.5
"-NM",882.5,2486
"+RIBO28S",1808,99
"+RIBO28S",3181,333.666666667
"+RIBO28S",1235.5,483
"+RIBO28S",1572.84931507,1300.78082192
"-NR",3129,2715.33333333
"+RIBO18S",NR_046235.1,NR_003286.2"
"+RIBO18S",NR_046235.1,NR_003286.2"
"+RIBO18S",2495.44444444,2715.05555556
"+RIBO18S",NR_003286.2,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"+RIBO18S",1581.58974359,3252.71794872
"+RIBO18S",377.6,670.1
"+RIBO18S",505.0625,75.6875
"+RIBO18S",NR_003286.2,NR_046235.1"
"+RIBO18S",NR_003286.2,NR_046235.1"
"+RIBO18S",1191.9375,1429.3125
"+RIBO18S",1204.03846154,2049.76923077
"+RIBO18S",1564,2439
"+NR",1789.5,1210
"+RIBO18S",1846,1749.5
"+RIBO18S",NR_003286.2,NR_046235.1"
"+RIBO18S",2072.63636364,465.318181818
"+RIBO18S",2297,1293.95
"+RIBO18S",2342.66666667,2530.55555556
"+RIBO18S",NR_003286.2,NR_046235.1"
"+RIBO18S",2777.54545455,1894.72727273
"+RIBO18S",NR_003286.2,NR_046235.1"
"+RIBO18S",NR_003286.2,NR_046235.1"
"+NM",1561,2168.5
"+RIBO18S",1161.5,1098
"+NM",1529,413.5
"+NR",2426.5,2665.5
"+NM",487.5,735
"-RIBO28S",1194,3017.5
"-NM",2480.5,1011.5
"-NM",1596.5,2838.5
"-NM",3101.5,2263
"+NM",460,667
"+RIBO28S",2318.5,707.25
"+NM",3,0
"-NM",2,1
"+NM",1917.57142857,359.857142857
"-RIBO18S",1568.21875,1607.59375
"+NM",2,2
"-NM",2808.125,3187.5
"+NM",1862.5,2244
"+NM",2299.5,1502
"+NM",1303,1081.5
"+NM",2008.73333333,1876.6
"-NM",NM_001171811.1,NM_001005741.2
"+NM,NR_029413.1","1631
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",817.5,365.5
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",2342.42857143,1785.42857143
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
